prog_id,session_id,NavigationEvent,ActivityEvent,CompletionEvent,FindEvent,DocumentEvent,SystemEvent,SolutionEvent,BuildEvent,IDEStateEvent,WindowEvent,TestRunEvent,CommandEvent,VersionControlEvent,EditEvent,DebuggerEvent
0,0fce74e5-c5f6-421b-aa1d-536b15e30953,0,0.006538097,0,0,0,0,0,0,6.98E-04,0.002538879,0,0.006635326,0,0,0
0,a862de98-ccad-4b2d-860d-11a377563281,0,0.001092528,0,0,5.70E-04,0,5.05E-04,0.002143215,2.33E-04,8.49E-04,0,0.007055842,0,0.021486806,0
0,81b4faf1-dd00-4cc3-8b52-3ced2fa77444,0,0.007132469,0,0,0,0,0,0,0.001861267,0.008886076,0,0.003217128,0,0,0
0,1fc7f22b-4efd-4595-8a81-3809d601a37a,0,0.017751924,0,0,0,0,0,0,0.001489013,0.003723689,0,0.002895415,0,0.002017021,0
0,f2d01c7c-5ef3-471f-8344-a136c22a1932,9.60E-05,8.86E-04,0,0,0.001169439,4.58E-04,0.002830013,0,9.21E-06,4.82E-04,0,0.008483268,1.11E-04,0.003917596,0
0,3c346752-38b4-4c86-aa6d-922f81bb8f0b,0.001423741,0.001178568,0,0.001208251,0.001245021,0.001809207,0.003585797,1.67E-04,3.64E-05,0.001283412,4.78E-04,0.008093313,0,8.39E-04,0
0,70b3858d-9902-429f-bf9a-be9c1c807b96,0,0.002653942,0,0,0,0,0.002247882,0.019089569,0.002077693,0.004251146,0,0.004937917,0,0.011257793,0
0,78bf682b-c7d7-45be-b4e5-fdeb9f5937e2,0,0.00475498,0,0,0,0,0,0,0.0055838,0.002538879,0,0.004825692,0,0.015127659,0
0,a97436aa-944d-40e3-ba65-faa736afd0d2,4.27E-04,9.77E-04,0,0,0.001000667,0,0.007981011,0,8.20E-05,5.22E-04,0,0.008225812,0,1.11E-04,0
0,0fc7ca9e-3526-4bc4-8489-2a405f383f35,0,0.002222258,0,0,0.001499281,0,3.32E-04,0.004231193,3.07E-04,0.00237311,0,0.006301591,0.001851632,0.014555823,0.007693912
0,6d171b9f-9fa8-4cf3-a94b-def213d64af9,0,0.002570259,0,0,0,0,0.001044961,0.003327776,2.41E-04,3.84E-04,0,0.008321058,0,0.003270845,0
0,b4ce04a9-4a0d-4678-866b-0191aea46ce3,0,3.63E-04,0,0,0.001593644,0.001870462,1.36E-04,0,2.51E-05,8.85E-04,0,0.008940885,0,6.80E-05,0
0,619016f5-d429-4190-9837-c90772e5224c,0.001208874,0.001685393,0,0.00205181,0.00252955,0.001152125,0.009100458,1.42E-04,3.09E-05,0.001448277,4.05E-04,0.007212647,5.60E-04,0.001047259,0
0,f059e21a-f5b9-410d-9eab-15cfe29141ab,0,0.001344843,0,0,0,0,0.048817628,0,4.51E-04,3.08E-04,0,0.004045782,0,0.001833656,0
0,63138f70-25dd-4d75-9d35-7dff6b8f2212,0,5.25E-04,0,0,1.04E-04,0,0.006253859,0,4.25E-05,1.55E-04,0,0.008788177,2.56E-04,1.15E-04,0
0,8a58b62b-e259-4218-a70e-17285d49cfc6,0.001860915,7.25E-04,0,0,2.68E-04,6.82E-04,0.008201002,0,2.75E-05,3.87E-04,0,0.008325171,4.97E-04,1.49E-04,0
0,d3b76aa2-57ba-48b6-ae9a-2bdb8385ee1d,3.00E-04,4.90E-04,0,0,4.21E-04,0,0.008838097,2.64E-04,5.75E-05,3.01E-04,0,0.008315229,3.47E-04,0.001402693,0
1,27111dc1-eccd-45c0-9b3a-1ada7a971cbb,0,0.003169986,0,0,0,0.046228998,0,0,0.007445067,0.010155515,0,0.001608564,0,0,0
1,e57d365c-6a98-42cb-a58f-d5be7a5ce79b,0.019350543,0.002311116,0.028328605,0,0.004678378,0,1.65E-04,0,9.56E-06,0.001609848,0.009899033,0.005268051,2.31E-04,0.012672994,0.008801007
1,da466e42-0d3f-4450-a21b-584e4630e803,0,0.008008387,0,0,0,0,0,0,0.004702148,0.009621014,0,0.00203187,0,0,0
1,0845e9cd-9918-4245-a831-778583c75a33,0.010680235,0.004536861,0,0,0.009506336,0.005089431,4.43E-04,0,2.05E-04,0.008385288,0,0.002434982,0.004943348,0.004441147,0.010270313
1,4fe89516-784a-4ec4-a818-b5f624dffd2b,0,0.003935156,0,0,0.018805639,0,0.006666132,0,0.003080717,0.009104945,0,6.66E-04,0.018580172,0.004173147,0
1,32fffad0-56e8-4f42-b338-52fa705eb6f8,0.002375807,0.002717131,0,0,0.027824669,0.011321387,0.013808416,0,9.12E-04,0.006839428,0,0.001181802,0.005498214,0.001234911,0
1,7b01b2fb-4073-4f71-bb4b-563ca2e5f49d,0.018865651,0.002674643,0.022700272,0,0.004436856,0.001213227,7.40E-05,4.49E-05,4.88E-06,0.001943374,8.97E-04,0.005320134,5.89E-04,0.012691023,0.003121524
1,8ed1932b-0599-4aff-8139-3da19197f106,0.024567281,0.002482716,0.027222436,0.001425837,0.009235148,3.56E-04,2.48E-04,0,1.43E-05,0.002928097,0,0.004466628,2.59E-04,0.009431741,0
1,5e0b6835-69ee-4145-ada9-1180229a588d,0,0.013425825,0,0,0,0,0,0,0.005255341,0.001194766,0,0.004541827,0,0,0
1,5a4bf66f-46da-4d8d-be83-3e4c01d44e54,0.017894992,0.001764375,0.023034998,0,0.005065108,6.17E-05,5.38E-06,0,2.48E-06,0.001702281,0.00338782,0.005827544,2.40E-04,0.011145722,4.36E-04
1,946d967e-da5f-43e8-afae-a1bb0bcacf8e,0.01277993,0.002422319,0.017381794,0,0.003416147,1.77E-04,3.86E-05,0,7.14E-06,0.002065831,0.004024702,0.004268941,3.01E-04,0.026784029,0.025178105
1,933b181a-73aa-46e6-afc2-d777745b5945,0,0.003003145,0,0,0.031573677,0,0.002543656,0,0.001175537,0.008017512,0.015414067,0.001523903,0.007089802,0,0
1,883a3cbb-8bae-40a1-ace8-11c4135611c1,0,0.008008387,0,0,0,0.058394523,0,0,0.002351074,0.008017512,0,0.002285854,0,0,0
1,4105aeae-bea6-4dff-a739-bbc638375ab4,0.005112802,0.003534106,0.004484931,0,0.011054666,0,5.44E-04,0,5.03E-05,0.006919016,0.004617277,0.00369535,0.00242714,0.004224842,6.30E-04
1,3fdb64d9-5b00-4e75-9a03-f427f1137aaa,0.009317216,0.003491259,0.007145846,0,0.006499765,0.001447798,6.73E-04,5.36E-04,3.89E-05,0.003896113,0.002038224,0.005172033,0.001640615,0.004790316,0.005843223
1,d14cc78b-2984-42be-a884-1a6c9bf931bf,0.026367941,0.002212914,0.022334931,1.24E-04,0.005843018,0,3.24E-05,0,7.48E-06,0.001757898,0.005098886,0.005343928,5.41E-04,0.009532185,0.002904779
1,5447d9d8-596b-46a5-bd5d-fa1913821620,0.022047181,0.00265932,0.032823779,0,0.004309864,1.30E-04,6.78E-05,0,1.04E-05,0.001609876,0.005477994,0.005336806,3.78E-04,0.009196146,0.008506567
1,a50396b7-4311-4252-a025-3740ca1d2ce0,0.011943674,0.002622892,0.019747667,0,0.005776436,0,1.61E-04,0,1.86E-05,0.002311619,0.004136028,0.005333817,6.71E-04,0.00887238,0.022668278
1,e31e6ba2-a890-406d-9f5a-b967886e4052,0,0.006339973,0,0,0,0,0,0,0.007445067,0.006770344,0,0.003217128,0,0,0
1,4045230f-5c1f-467c-9ac6-979b8141725b,0.012254164,0.003003145,0.026201437,0,0,0,0.020349244,0,0.001175537,0.001603502,0,0.003555773,0,0.015923852,0
1,d63c0fdb-5116-4da5-a0f2-c9d4c4626563,0.021332946,0.002750196,0.018352258,0,0.010501273,5.96E-04,1.73E-04,0,7.99E-06,0.003133162,0.003983163,0.004504439,0.001157104,0.008446366,0.002003336
1,fefe5a30-428d-4d86-b5f0-2a319e96be34,0.008841612,0.001926068,0.018904833,0,0.001380667,0,0.017129427,0,5.65E-04,0.00154261,0,0.004764607,0.00682057,0.010723404,0
1,d58cd3af-91ef-4878-850e-6549d80236ce,0,0.005071978,0,0,0,0,0,0,0.005956054,0.009478481,0,0.002573702,0,0,0
1,b10207d7-74f3-4c54-86ae-b21b7e3eb3e4,0.007510616,0.001636122,0.005352982,0,0.002345649,0,0.01351146,0,4.80E-04,0.001091991,0,0.005085137,0.005793817,0.018218256,0
1,785a15e8-d6d3-442d-bfee-be030ab88515,0.022739576,0.002630239,0.040876051,0,0.00612768,0,0.001336683,0,7.72E-05,0.002457687,0.004050023,0.004696395,0.001397126,0.007949539,0
1,1a4ab127-4c9c-4f68-8332-70a63c45ba35,0.021723506,0.002400501,0.035848192,0,0.007136386,0,4.49E-04,0,3.46E-05,0.002272508,0.003628243,0.005021858,0.001043022,0.007449625,0.001083492
1,565dba72-d525-4864-9bf4-ac7b225de74a,0.022681709,0.003616463,0.032721041,0,0.004480686,0.001302225,5.67E-04,0,1.05E-04,0.002264728,0.008249782,0.004746396,0,0.009658975,0
1,0972e52b-51ab-4eef-86c3-3f1e4d0d31d4,0.025973901,0.003593713,0.021013816,0,0.007234973,0,1.94E-04,0,8.98E-05,0.003939727,0.012950915,0.003967252,0.001624598,0.007176136,0.001687634
1,4ef54ad1-3d29-4f25-a897-dd8e392c103c,0.034077198,0.00301706,0.034192553,0,0.006064549,0.001814384,0.001896822,0,3.65E-05,0.002623993,0.002873595,0.004048373,0.001321729,0.008806944,0
1,d1728163-f1f7-4f86-8877-7e875a17f348,0.011826241,0.002173705,0.041090508,0,0.004501413,0,0.004909659,0,1.42E-04,0.001547507,0.003718949,0.005300601,0.001710556,0.009989058,0
1,310487e3-c297-4409-bf10-0fb03f36015e,0.0249354,0.002664369,0.030942712,0,0.005641851,2.35E-04,2.05E-04,0,1.89E-06,0.001683544,0.004221779,0.005116633,3.43E-04,0.010569991,9.97E-04
1,a2d05320-fc17-4bbf-bda1-6a543dbe27e9,0.002984989,0.002926141,0,0,0.036357568,0,0.002478434,0,0.001145395,0.008593128,0,8.66E-04,0.006908013,0,0
1,9bc45bc2-249e-499b-bb38-dae16babb486,0.008241739,0.002019814,0.017622205,0,0.003860981,0,0.012830828,0,3.95E-04,0.001617693,0,0.004953807,0.004768363,0.011780832,0
1,20d14a0c-912b-4566-b07a-69940e673e91,0.022134101,0.002423181,0.032518409,0,0.006111934,2.40E-04,1.04E-04,0,4.82E-06,0.002263116,0.01138331,0.004861642,3.49E-04,0.01011995,0.005106603
1,fa3306ea-a8d5-48d2-a521-8250afecbaeb,0.005931952,0.003634379,0.015854373,0,0.009031498,0,0.00985059,0,5.69E-04,0.003234241,0,0.004303165,0.006864013,0.003854181,0
1,8ed6e4f0-387b-4568-bb63-ab2645f8b32d,0.021115767,0.003214935,0.00615033,0,0.014393984,3.12E-04,2.58E-04,0,1.25E-05,0.005782784,0,0.003318298,3.03E-04,0.005793662,0
1,95f04899-d86a-47ad-a1b3-3f5fd681f702,0.020170509,0.001680475,0.045127202,0,0.003379189,0.001273088,7.21E-04,0,2.56E-05,7.69E-04,0,0.005742102,3.09E-04,0.012567327,0
1,55b151b7-57bc-47cf-8660-5182d751c9a1,0.019519251,0.002062635,0.027403188,0,0.004206008,1.10E-04,6.36E-06,0,2.94E-06,0.001245005,0.002389731,0.005873457,2.48E-04,0.010846641,0.003370216
1,19df203f-9a0f-4a30-9861-df2d250110e8,0.009190623,0.005338924,0.006550359,0,0.002391945,0,0.005511253,0,1.96E-04,0.00899743,0,0.002201193,0.002363267,0.00424636,0.007364896
1,2b22ffd8-80ea-4004-af77-40a4ce4741ff,0.003755308,0.003681274,0,0,0.031666267,0,0.003118029,0,0.001440981,0.008189932,0,0.001089672,0.008690725,0,0
1,233c4a96-6b25-4d0b-a479-eafc1f998b6b,0.026358014,0.001555088,0.034440881,0,0.013376841,0,0.003951465,0,1.40E-04,0.004279368,0,0.003399229,0.001694418,0.00532798,0
1,3d750d67-6715-429f-be6f-c7dcee9044cb,0.026649116,0.001604089,0.038986475,0,0.003285322,0.003341855,0,0,0,0.002936534,0.028228169,0.004883833,0,0.006561394,0
1,f1494a09-8265-4fc4-9ad8-ff9fefb98aa0,0.02452069,0.002571037,0.028424316,0,0.005761902,3.73E-05,9.75E-06,0,1.50E-06,0.001811253,0.002087759,0.005193553,1.99E-04,0.010157339,0.002013899
1,93f7b31a-d614-40d0-a9f4-16e7eada66b9,0,0.00237749,0,0,0.038175445,0,0.002416473,0,0.00111676,0.009647739,0,4.83E-04,0.006735312,0,0
1,830507f3-f4f6-480d-aee3-efa809f47ee4,0,0.005071978,0,0,0,0,0,0,0.005956054,0.01083255,0,0.001930277,0,0,0
1,649c96ae-15e5-42d9-8c70-6a2fba263c45,0.022228875,0.002801479,0.024670019,0,0.004408759,1.79E-04,7.81E-06,0,3.61E-06,0.002155892,0.008523219,0.005111254,6.97E-04,0.01035089,0.00592764
1,aaa4a08e-432b-454f-a760-922ab22a29a4,0.022276775,0.002655082,0.024019774,3.47E-04,0.008960593,3.25E-04,4.08E-04,0,5.23E-06,0.002502308,0,0.004803086,2.52E-04,0.009396546,0
1,b12e2f10-b60e-4a0e-bfab-35b34b25c8a7,0.004157663,0.005434263,0,0,0.009738634,0,0.003452104,0,0.001595372,0.009067424,0.020919091,0.002068154,0,0,0
1,6cf093d9-ca3a-4edd-a731-145cf135d19f,0.017437964,0.002866617,0.027618712,0,0.005597351,0.001025886,8.49E-04,0,2.07E-05,0.001868652,0.001624784,0.005300899,0.00274021,0.008336647,0.008539602
1,6de5c7a8-9099-4c96-9719-880323e19fbe,0,0,0,0,0,0.246554651,0,0,0.009926756,0.002256781,0,0.002144752,0,0,0
1,771a127a-cd51-4bb2-8f1e-3e2296f7eef0,0.021280211,0.002657779,0.026691619,7.74E-05,0.005266679,5.80E-05,2.22E-04,0,4.67E-06,0.001903098,0.005142318,0.004870579,3.10E-04,0.01203509,0.017637879
1,b409d3ae-5821-4dc8-a54a-f4ad8e4ae16c,0.037663535,0.002237637,0,0,0.008020052,0,0.011371636,0,6.57E-04,0.002090841,0,0.003690235,0,0.010678348,0
1,ffab9faf-a706-417a-8c18-57751e4a80a3,0,0.008778424,0,0,0,0,0,0,0.00687237,0.001562387,0,0.005196899,0,0,0
1,b6c02ae2-f5da-4dc6-aa49-934620d4d0dc,0.04666839,0.002122634,0.054826794,0,0.003603724,8.15E-04,3.55E-04,0,6.56E-05,0.001088624,0.004300547,0.004471383,0,0.008885556,0
1,6d5aba29-7431-4c52-b9e2-b1b0a6034dce,0,0.012679946,0,0,0,0,0,0,0.009926756,0,0,0.004289504,0,0,0
1,7d16a706-4d73-4569-92d4-8d3508b07eda,0.020833675,0.002059596,0.032270941,0,0.004015989,1.98E-04,1.73E-05,0,1.14E-06,0.00119208,0.004729338,0.005648243,2.75E-04,0.011435129,0.006278518
1,0fc9e475-bb14-49f2-9848-9eac7eb43df1,0.022987189,0.002346047,0.022554438,0,0.004998749,1.45E-04,2.53E-05,5.37E-05,5.85E-06,0.001671531,0.005905665,0.00531161,2.47E-04,0.010926302,0.010773945
1,98bcb3af-285c-49fb-bd11-2e58b26e52d1,0,0.007607967,0,0,0,0,0,0,0.017868161,0,0,0.003860553,0,0,0
1,003c1fa1-c4e7-4280-a869-22296f89ea13,0.034405045,0.001626238,0.044878484,0,0.002939692,0,0,0,0,1.89E-04,0,0.005534297,0,0.01327185,0
1,e98c03f5-e2c0-4ae6-bc35-2e28223f96b2,0.030534964,0.001870812,0.016322205,0,0.003576154,0,0.020599439,0,7.32E-04,0.002330774,0,0.003322607,0.008833196,0.005951866,0
1,3696281d-3432-4a49-aee6-207ded3ad6a8,0.02631217,0.002020317,0.037051566,0,0.004214735,7.96E-05,4.16E-06,0,6.41E-07,9.38E-04,0.005616379,0.005526555,1.93E-04,0.011159542,0.002490698
1,6d62639c-b425-4b28-ae04-20ac58f9a2d2,0.013322434,0.004378871,0.007037612,0,0.013363333,0.002614093,0.001789377,0,3.01E-05,0.005421288,0.001182904,0.003368726,0.001813615,0.005662052,0
1,ad68aae8-20cb-4f52-8a81-48a46685194a,0.007127422,0.00970404,0,0,0.00333896,0.011321387,9.86E-04,0,4.56E-04,0.006010407,0,0.002659054,0.005498214,0.004939644,0.011423104
1,dc6be3f8-2e75-45fc-a284-fdae5521c08d,0.009811276,0.003945785,0.003227405,0,0.01573334,0,9.40E-04,0,1.45E-04,0.005925422,0.001898653,0.002972063,0.004366491,0.007061208,0.012700566
1,c3ff9302-55c1-46a6-b5f1-a2ffe94709f1,0.021224754,0.001260989,0.039881192,0,0.006327422,0,0.003471176,0,1.23E-04,0.003310361,0,0.004345789,0.001488467,0.010029387,0
1,ecc92e53-8971-41e3-9718-80165c6abf26,0.005623892,0.004410416,0,0,0.022130693,0.005359884,0.013074634,0,4.32E-04,0.005592892,0,0.001958252,0.005206038,0.001753931,0
1,3ade9119-9920-4436-859e-302a76aac193,0,0.00475498,0,0,0,0,0,0,0.0111676,0.007616636,0,0.002412846,0,0,0
1,1542567e-4654-4cb4-a87f-398645b112aa,0.028393507,0.001958201,0.043885253,0,0.004804819,4.48E-04,7.32E-05,0,4.51E-06,0.001258986,0.004320144,0.005182346,4.90E-04,0.010313861,0.002205562
1,4bcce982-1703-42de-8ac7-f250bb6c32cf,0.035705423,0.001579929,0.03817206,0,0.002787801,0,0.004014587,0,1.43E-04,0.00175207,0,0.004656099,0.001721486,0.010439534,0
1,a1f00aea-46e7-4531-ba01-b3926a3a16fe,0.02533656,0.002586453,0.026551203,0,0.004684458,1.04E-04,5.73E-05,2.56E-05,2.79E-06,0.001467802,0.006576771,0.005214613,1.85E-04,0.011448366,0.007210073
1,88910c20-8caf-4f7f-a623-9bf677f9339c,0,0.010868525,0,0,0,0,0,0,0.012762972,0,0,0.004136307,0,0,0
1,26f7d8b2-f0dc-4132-a732-68d6cfecd6bd,0.029050509,0.001995458,0.041694264,0,0.00538435,1.24E-04,1.44E-05,3.06E-05,1.66E-06,0.001527811,0.005717464,0.00500494,1.20E-04,0.009418928,0.00696511
1,4e8396b7-1332-4d76-b313-2e560ead5bd9,0.01380527,0.002808384,0.0172092,0,0.005267321,1.28E-04,1.01E-04,0,5.17E-06,0.001955833,0.0093609,0.005123001,3.12E-04,0.011758754,0.027873168
1,de255498-04a7-4871-af90-eab098454220,0.018929196,6.19E-04,0.048568514,0,0.00177354,0,0.003929224,0,3.63E-04,0.001321043,0,0.005806524,0.004380691,0.007871302,0
1,81b7875b-133b-48f1-800d-ce7f932245df,0.010014156,0.004908366,0,0,0.025802144,0,0.002078686,0,9.61E-04,0.006988742,0,0.001764231,0.005793817,0.001301304,0
1,e306eb3c-e6a6-4e84-84ff-0465508c0f5c,0.020337624,0.002215187,0.030935369,0,0.00472663,2.80E-05,7.80E-05,0,2.25E-06,0.001077814,0.005256667,0.005624216,2.58E-04,0.011462058,0.007026988
1,e480611c-5077-4ef2-87bb-49d16dd8c9f2,0.025337286,0.003915866,0.008785188,0,0.005774437,0.003263223,0.002558618,0,1.31E-04,0.004360898,0,0.004229577,0.003169559,0.002847559,0
